vocabulary size: 223
n tunes: 26273
n train tunes: 24929.0
n validation tunes: 1344.0
54905/77903 (epoch 140.957) train_loss=83.88171387 time/batch=0.39s
54906/77903 (epoch 140.960) train_loss=132.88478088 time/batch=0.55s
54907/77903 (epoch 140.962) train_loss=100.14558411 time/batch=0.38s
54908/77903 (epoch 140.965) train_loss=202.46542358 time/batch=0.74s
54909/77903 (epoch 140.967) train_loss=317.52514648 time/batch=1.05s
54910/77903 (epoch 140.970) train_loss=308.03149414 time/batch=1.07s
54911/77903 (epoch 140.973) train_loss=280.23657227 time/batch=1.02s
54912/77903 (epoch 140.975) train_loss=84.93395996 time/batch=0.39s
54913/77903 (epoch 140.978) train_loss=86.81350708 time/batch=0.26s
54914/77903 (epoch 140.980) train_loss=222.86734009 time/batch=0.75s
54915/77903 (epoch 140.983) train_loss=93.86987305 time/batch=0.39s
54916/77903 (epoch 140.985) train_loss=215.95422363 time/batch=0.73s
54917/77903 (epoch 140.988) train_loss=134.37236023 time/batch=0.61s
54918/77903 (epoch 140.990) train_loss=167.55392456 time/batch=0.62s
54919/77903 (epoch 140.993) train_loss=352.12280273 time/batch=1.22s
54920/77903 (epoch 140.996) train_loss=166.99514771 time/batch=0.74s
54921/77903 (epoch 140.998) train_loss=126.33265686 time/batch=0.51s
54922/77903 (epoch 141.001) train_loss=436.56143188 time/batch=1.31s
54923/77903 (epoch 141.003) train_loss=111.23135376 time/batch=0.58s
54924/77903 (epoch 141.006) train_loss=140.90838623 time/batch=0.57s
54925/77903 (epoch 141.008) train_loss=177.62390137 time/batch=0.68s
54926/77903 (epoch 141.011) train_loss=141.48394775 time/batch=0.58s
54927/77903 (epoch 141.014) train_loss=132.45887756 time/batch=0.56s
54928/77903 (epoch 141.016) train_loss=105.30976868 time/batch=0.38s
54929/77903 (epoch 141.019) train_loss=149.15087891 time/batch=0.52s
54930/77903 (epoch 141.021) train_loss=239.04458618 time/batch=0.85s
54931/77903 (epoch 141.024) train_loss=81.27699280 time/batch=0.36s
54932/77903 (epoch 141.026) train_loss=113.07125854 time/batch=0.43s
54933/77903 (epoch 141.029) train_loss=131.13529968 time/batch=0.51s
54934/77903 (epoch 141.032) train_loss=133.10293579 time/batch=0.49s
54935/77903 (epoch 141.034) train_loss=122.86765289 time/batch=0.47s
54936/77903 (epoch 141.037) train_loss=309.08148193 time/batch=1.05s
54937/77903 (epoch 141.039) train_loss=229.97723389 time/batch=0.90s
54938/77903 (epoch 141.042) train_loss=113.49147034 time/batch=0.51s
54939/77903 (epoch 141.044) train_loss=241.93357849 time/batch=0.83s
54940/77903 (epoch 141.047) train_loss=388.50460815 time/batch=1.31s
54941/77903 (epoch 141.050) train_loss=108.97018433 time/batch=0.55s
54942/77903 (epoch 141.052) train_loss=242.34141541 time/batch=0.84s
54943/77903 (epoch 141.055) train_loss=103.91728973 time/batch=0.45s
54944/77903 (epoch 141.057) train_loss=224.80297852 time/batch=0.81s
54945/77903 (epoch 141.060) train_loss=138.73416138 time/batch=0.62s
54946/77903 (epoch 141.062) train_loss=100.32070160 time/batch=0.38s
54947/77903 (epoch 141.065) train_loss=70.85923767 time/batch=0.25s
54948/77903 (epoch 141.068) train_loss=117.25135803 time/batch=0.44s
54949/77903 (epoch 141.070) train_loss=126.41624451 time/batch=0.49s
54950/77903 (epoch 141.073) train_loss=310.27874756 time/batch=1.03s
54951/77903 (epoch 141.075) train_loss=146.56637573 time/batch=0.61s
54952/77903 (epoch 141.078) train_loss=210.21844482 time/batch=0.79s
54953/77903 (epoch 141.080) train_loss=95.05069733 time/batch=0.41s
54954/77903 (epoch 141.083) train_loss=170.82406616 time/batch=0.59s
54955/77903 (epoch 141.085) train_loss=158.86785889 time/batch=0.63s
54956/77903 (epoch 141.088) train_loss=83.82049561 time/batch=0.31s
54957/77903 (epoch 141.091) train_loss=93.19204712 time/batch=0.34s
54958/77903 (epoch 141.093) train_loss=280.77368164 time/batch=0.89s
54959/77903 (epoch 141.096) train_loss=361.39663696 time/batch=1.22s
54960/77903 (epoch 141.098) train_loss=224.13375854 time/batch=0.90s
54961/77903 (epoch 141.101) train_loss=145.21670532 time/batch=0.59s
54962/77903 (epoch 141.103) train_loss=172.33476257 time/batch=0.65s
54963/77903 (epoch 141.106) train_loss=69.08982849 time/batch=0.29s
54964/77903 (epoch 141.109) train_loss=146.37390137 time/batch=0.54s
54965/77903 (epoch 141.111) train_loss=98.43842316 time/batch=0.36s
54966/77903 (epoch 141.114) train_loss=263.71649170 time/batch=0.86s
54967/77903 (epoch 141.116) train_loss=187.95385742 time/batch=0.76s
54968/77903 (epoch 141.119) train_loss=90.57157898 time/batch=0.38s
54969/77903 (epoch 141.121) train_loss=146.40333557 time/batch=0.52s
54970/77903 (epoch 141.124) train_loss=270.19293213 time/batch=0.93s
54971/77903 (epoch 141.127) train_loss=208.87086487 time/batch=0.79s
54972/77903 (epoch 141.129) train_loss=108.70871735 time/batch=0.46s
54973/77903 (epoch 141.132) train_loss=126.99936676 time/batch=0.50s
54974/77903 (epoch 141.134) train_loss=271.26562500 time/batch=0.91s
54975/77903 (epoch 141.137) train_loss=191.01879883 time/batch=0.76s
54976/77903 (epoch 141.139) train_loss=89.73216248 time/batch=0.35s
54977/77903 (epoch 141.142) train_loss=164.50862122 time/batch=0.61s
54978/77903 (epoch 141.145) train_loss=218.86082458 time/batch=0.83s
54979/77903 (epoch 141.147) train_loss=137.16125488 time/batch=0.62s
54980/77903 (epoch 141.150) train_loss=271.77304077 time/batch=0.93s
54981/77903 (epoch 141.152) train_loss=151.81504822 time/batch=0.61s
54982/77903 (epoch 141.155) train_loss=108.72399902 time/batch=0.47s
54983/77903 (epoch 141.157) train_loss=181.95524597 time/batch=0.65s
54984/77903 (epoch 141.160) train_loss=110.61418152 time/batch=0.45s
54985/77903 (epoch 141.163) train_loss=310.57299805 time/batch=1.03s
54986/77903 (epoch 141.165) train_loss=109.40489960 time/batch=0.53s
54987/77903 (epoch 141.168) train_loss=153.95599365 time/batch=0.59s
54988/77903 (epoch 141.170) train_loss=110.00366211 time/batch=0.43s
54989/77903 (epoch 141.173) train_loss=264.12750244 time/batch=0.92s
54990/77903 (epoch 141.175) train_loss=94.34353638 time/batch=0.43s
54991/77903 (epoch 141.178) train_loss=134.55490112 time/batch=0.54s
54992/77903 (epoch 141.180) train_loss=229.67399597 time/batch=0.86s
54993/77903 (epoch 141.183) train_loss=223.11740112 time/batch=0.86s
54994/77903 (epoch 141.186) train_loss=192.52452087 time/batch=0.74s
54995/77903 (epoch 141.188) train_loss=180.80389404 time/batch=0.69s
54996/77903 (epoch 141.191) train_loss=207.45175171 time/batch=0.78s
54997/77903 (epoch 141.193) train_loss=107.06410217 time/batch=0.48s
54998/77903 (epoch 141.196) train_loss=124.64054871 time/batch=0.49s
54999/77903 (epoch 141.198) train_loss=202.69978333 time/batch=0.72s
Validating
    loss:	197.522195

55000/77903 (epoch 141.201) train_loss=132.04209900 time/batch=4.48s
55001/77903 (epoch 141.204) train_loss=265.36718750 time/batch=0.87s
55002/77903 (epoch 141.206) train_loss=185.62722778 time/batch=0.71s
55003/77903 (epoch 141.209) train_loss=200.32708740 time/batch=0.76s
55004/77903 (epoch 141.211) train_loss=134.77734375 time/batch=0.62s
55005/77903 (epoch 141.214) train_loss=174.11114502 time/batch=0.64s
55006/77903 (epoch 141.216) train_loss=139.61730957 time/batch=0.59s
55007/77903 (epoch 141.219) train_loss=304.52148438 time/batch=0.99s
55008/77903 (epoch 141.222) train_loss=109.89271545 time/batch=0.53s
55009/77903 (epoch 141.224) train_loss=314.66619873 time/batch=1.06s
55010/77903 (epoch 141.227) train_loss=227.67553711 time/batch=0.91s
55011/77903 (epoch 141.229) train_loss=292.91430664 time/batch=0.99s
55012/77903 (epoch 141.232) train_loss=161.90744019 time/batch=0.68s
55013/77903 (epoch 141.234) train_loss=292.71551514 time/batch=1.01s
55014/77903 (epoch 141.237) train_loss=181.34780884 time/batch=0.74s
55015/77903 (epoch 141.240) train_loss=111.48079681 time/batch=0.44s
55016/77903 (epoch 141.242) train_loss=379.13229370 time/batch=1.21s
55017/77903 (epoch 141.245) train_loss=199.52021790 time/batch=0.83s
55018/77903 (epoch 141.247) train_loss=128.75471497 time/batch=0.52s
55019/77903 (epoch 141.250) train_loss=268.32470703 time/batch=0.95s
55020/77903 (epoch 141.252) train_loss=204.61387634 time/batch=0.83s
55021/77903 (epoch 141.255) train_loss=109.47435760 time/batch=0.46s
55022/77903 (epoch 141.257) train_loss=311.24328613 time/batch=1.08s
55023/77903 (epoch 141.260) train_loss=207.99069214 time/batch=0.80s
55024/77903 (epoch 141.263) train_loss=243.27209473 time/batch=0.89s
55025/77903 (epoch 141.265) train_loss=248.85707092 time/batch=0.90s
55026/77903 (epoch 141.268) train_loss=161.26312256 time/batch=0.68s
55027/77903 (epoch 141.270) train_loss=121.52979279 time/batch=0.50s
55028/77903 (epoch 141.273) train_loss=112.15229797 time/batch=0.44s
55029/77903 (epoch 141.275) train_loss=143.93103027 time/batch=0.56s
55030/77903 (epoch 141.278) train_loss=134.74246216 time/batch=0.53s
55031/77903 (epoch 141.281) train_loss=134.75666809 time/batch=0.52s
55032/77903 (epoch 141.283) train_loss=87.18679810 time/batch=0.32s
55033/77903 (epoch 141.286) train_loss=98.46203613 time/batch=0.33s
55034/77903 (epoch 141.288) train_loss=144.82467651 time/batch=0.54s
55035/77903 (epoch 141.291) train_loss=143.74578857 time/batch=0.58s
55036/77903 (epoch 141.293) train_loss=130.25683594 time/batch=0.51s
55037/77903 (epoch 141.296) train_loss=130.57205200 time/batch=0.52s
55038/77903 (epoch 141.299) train_loss=187.46701050 time/batch=0.68s
55039/77903 (epoch 141.301) train_loss=185.46139526 time/batch=0.73s
55040/77903 (epoch 141.304) train_loss=119.96876526 time/batch=0.50s
55041/77903 (epoch 141.306) train_loss=98.76316833 time/batch=0.38s
55042/77903 (epoch 141.309) train_loss=117.62637329 time/batch=0.51s
55043/77903 (epoch 141.311) train_loss=139.26361084 time/batch=0.52s
55044/77903 (epoch 141.314) train_loss=150.35877991 time/batch=0.56s
55045/77903 (epoch 141.317) train_loss=264.07104492 time/batch=0.89s
55046/77903 (epoch 141.319) train_loss=109.68427277 time/batch=0.49s
55047/77903 (epoch 141.322) train_loss=111.42562866 time/batch=0.44s
55048/77903 (epoch 141.324) train_loss=76.57697296 time/batch=0.29s
55049/77903 (epoch 141.327) train_loss=163.57394409 time/batch=0.57s
55050/77903 (epoch 141.329) train_loss=188.48336792 time/batch=0.67s
55051/77903 (epoch 141.332) train_loss=142.00938416 time/batch=0.61s
55052/77903 (epoch 141.335) train_loss=156.99909973 time/batch=0.55s
55053/77903 (epoch 141.337) train_loss=121.69250488 time/batch=0.49s
55054/77903 (epoch 141.340) train_loss=274.51770020 time/batch=1.04s
55055/77903 (epoch 141.342) train_loss=107.08401489 time/batch=0.50s
55056/77903 (epoch 141.345) train_loss=99.94781494 time/batch=0.33s
55057/77903 (epoch 141.347) train_loss=133.02383423 time/batch=0.51s
55058/77903 (epoch 141.350) train_loss=94.55120087 time/batch=0.39s
55059/77903 (epoch 141.352) train_loss=200.78942871 time/batch=0.68s
55060/77903 (epoch 141.355) train_loss=221.72360229 time/batch=0.82s
55061/77903 (epoch 141.358) train_loss=196.09780884 time/batch=0.74s
55062/77903 (epoch 141.360) train_loss=113.77935791 time/batch=0.46s
55063/77903 (epoch 141.363) train_loss=231.23178101 time/batch=0.82s
55064/77903 (epoch 141.365) train_loss=148.73889160 time/batch=0.65s
55065/77903 (epoch 141.368) train_loss=189.02490234 time/batch=0.69s
55066/77903 (epoch 141.370) train_loss=153.65539551 time/batch=0.60s
55067/77903 (epoch 141.373) train_loss=85.02007294 time/batch=0.31s
55068/77903 (epoch 141.376) train_loss=114.43016052 time/batch=0.44s
55069/77903 (epoch 141.378) train_loss=76.10162354 time/batch=0.31s
55070/77903 (epoch 141.381) train_loss=106.55699921 time/batch=0.39s
55071/77903 (epoch 141.383) train_loss=166.46371460 time/batch=0.58s
55072/77903 (epoch 141.386) train_loss=121.66744995 time/batch=0.51s
55073/77903 (epoch 141.388) train_loss=78.04388428 time/batch=0.30s
55074/77903 (epoch 141.391) train_loss=201.19090271 time/batch=0.70s
55075/77903 (epoch 141.394) train_loss=176.95986938 time/batch=0.67s
55076/77903 (epoch 141.396) train_loss=161.16053772 time/batch=0.57s
55077/77903 (epoch 141.399) train_loss=195.80078125 time/batch=0.74s
55078/77903 (epoch 141.401) train_loss=237.23364258 time/batch=0.85s
55079/77903 (epoch 141.404) train_loss=202.56773376 time/batch=0.73s
55080/77903 (epoch 141.406) train_loss=176.22253418 time/batch=0.69s
55081/77903 (epoch 141.409) train_loss=123.27149963 time/batch=0.52s
55082/77903 (epoch 141.412) train_loss=157.96412659 time/batch=0.61s
55083/77903 (epoch 141.414) train_loss=140.56710815 time/batch=0.57s
55084/77903 (epoch 141.417) train_loss=221.01043701 time/batch=0.80s
55085/77903 (epoch 141.419) train_loss=107.99275970 time/batch=0.44s
55086/77903 (epoch 141.422) train_loss=125.77559662 time/batch=0.49s
55087/77903 (epoch 141.424) train_loss=219.39956665 time/batch=0.76s
55088/77903 (epoch 141.427) train_loss=111.94477844 time/batch=0.51s
55089/77903 (epoch 141.429) train_loss=87.97178650 time/batch=0.33s
55090/77903 (epoch 141.432) train_loss=123.82795715 time/batch=0.46s
55091/77903 (epoch 141.435) train_loss=94.68144226 time/batch=0.37s
55092/77903 (epoch 141.437) train_loss=238.25610352 time/batch=0.80s
55093/77903 (epoch 141.440) train_loss=219.98794556 time/batch=0.81s
55094/77903 (epoch 141.442) train_loss=201.95599365 time/batch=0.76s
55095/77903 (epoch 141.445) train_loss=148.09963989 time/batch=0.56s
55096/77903 (epoch 141.447) train_loss=206.42263794 time/batch=0.70s
55097/77903 (epoch 141.450) train_loss=191.53363037 time/batch=0.72s
55098/77903 (epoch 141.453) train_loss=131.89892578 time/batch=0.53s
55099/77903 (epoch 141.455) train_loss=117.02833557 time/batch=0.47s
55100/77903 (epoch 141.458) train_loss=163.20953369 time/batch=0.66s
55101/77903 (epoch 141.460) train_loss=204.22137451 time/batch=0.76s
55102/77903 (epoch 141.463) train_loss=187.11889648 time/batch=0.75s
55103/77903 (epoch 141.465) train_loss=142.82878113 time/batch=0.61s
55104/77903 (epoch 141.468) train_loss=194.24737549 time/batch=0.73s
55105/77903 (epoch 141.471) train_loss=101.57337952 time/batch=0.42s
55106/77903 (epoch 141.473) train_loss=169.48693848 time/batch=0.60s
55107/77903 (epoch 141.476) train_loss=120.70987701 time/batch=0.51s
55108/77903 (epoch 141.478) train_loss=163.08721924 time/batch=0.62s
55109/77903 (epoch 141.481) train_loss=203.69198608 time/batch=0.76s
55110/77903 (epoch 141.483) train_loss=98.15824890 time/batch=0.38s
55111/77903 (epoch 141.486) train_loss=97.26372528 time/batch=0.34s
55112/77903 (epoch 141.489) train_loss=165.28430176 time/batch=0.63s
55113/77903 (epoch 141.491) train_loss=139.40512085 time/batch=0.59s
55114/77903 (epoch 141.494) train_loss=134.80818176 time/batch=0.52s
55115/77903 (epoch 141.496) train_loss=163.76153564 time/batch=0.65s
55116/77903 (epoch 141.499) train_loss=162.56483459 time/batch=0.62s
55117/77903 (epoch 141.501) train_loss=138.76371765 time/batch=0.57s
55118/77903 (epoch 141.504) train_loss=113.02469635 time/batch=0.48s
55119/77903 (epoch 141.507) train_loss=110.40731812 time/batch=0.40s
55120/77903 (epoch 141.509) train_loss=123.33520508 time/batch=0.47s
55121/77903 (epoch 141.512) train_loss=134.50341797 time/batch=0.56s
55122/77903 (epoch 141.514) train_loss=143.54730225 time/batch=0.53s
55123/77903 (epoch 141.517) train_loss=108.80164337 time/batch=0.46s
55124/77903 (epoch 141.519) train_loss=170.25875854 time/batch=0.64s
55125/77903 (epoch 141.522) train_loss=117.95310974 time/batch=0.49s
55126/77903 (epoch 141.524) train_loss=116.20475769 time/batch=0.47s
55127/77903 (epoch 141.527) train_loss=101.19087219 time/batch=0.39s
55128/77903 (epoch 141.530) train_loss=164.60449219 time/batch=0.62s
55129/77903 (epoch 141.532) train_loss=223.81172180 time/batch=0.81s
55130/77903 (epoch 141.535) train_loss=214.14950562 time/batch=0.86s
55131/77903 (epoch 141.537) train_loss=122.40641785 time/batch=0.52s
55132/77903 (epoch 141.540) train_loss=88.16909790 time/batch=0.32s
55133/77903 (epoch 141.542) train_loss=223.01846313 time/batch=0.75s
55134/77903 (epoch 141.545) train_loss=144.99517822 time/batch=0.63s
55135/77903 (epoch 141.548) train_loss=158.94142151 time/batch=0.64s
55136/77903 (epoch 141.550) train_loss=158.11132812 time/batch=0.61s
55137/77903 (epoch 141.553) train_loss=178.24551392 time/batch=0.66s
55138/77903 (epoch 141.555) train_loss=135.04875183 time/batch=0.54s
55139/77903 (epoch 141.558) train_loss=111.01125336 time/batch=0.44s
55140/77903 (epoch 141.560) train_loss=219.46069336 time/batch=0.78s
55141/77903 (epoch 141.563) train_loss=141.38684082 time/batch=0.58s
55142/77903 (epoch 141.566) train_loss=147.17132568 time/batch=0.62s
55143/77903 (epoch 141.568) train_loss=199.51119995 time/batch=0.72s
55144/77903 (epoch 141.571) train_loss=110.39274597 time/batch=0.50s
55145/77903 (epoch 141.573) train_loss=113.83277130 time/batch=0.47s
55146/77903 (epoch 141.576) train_loss=136.10717773 time/batch=0.54s
55147/77903 (epoch 141.578) train_loss=108.16529846 time/batch=0.39s
55148/77903 (epoch 141.581) train_loss=144.32287598 time/batch=0.57s
55149/77903 (epoch 141.584) train_loss=109.52098083 time/batch=0.41s
55150/77903 (epoch 141.586) train_loss=183.76350403 time/batch=0.61s
55151/77903 (epoch 141.589) train_loss=134.02496338 time/batch=0.60s
55152/77903 (epoch 141.591) train_loss=149.29660034 time/batch=0.58s
55153/77903 (epoch 141.594) train_loss=108.77653503 time/batch=0.45s
55154/77903 (epoch 141.596) train_loss=131.21246338 time/batch=0.55s
55155/77903 (epoch 141.599) train_loss=146.80249023 time/batch=0.59s
55156/77903 (epoch 141.602) train_loss=141.79927063 time/batch=0.56s
55157/77903 (epoch 141.604) train_loss=106.35234833 time/batch=0.46s
55158/77903 (epoch 141.607) train_loss=153.44036865 time/batch=0.58s
55159/77903 (epoch 141.609) train_loss=107.55857086 time/batch=0.42s
55160/77903 (epoch 141.612) train_loss=108.00807190 time/batch=0.41s
55161/77903 (epoch 141.614) train_loss=191.59988403 time/batch=0.68s
55162/77903 (epoch 141.617) train_loss=108.10025024 time/batch=0.46s
55163/77903 (epoch 141.619) train_loss=101.54822540 time/batch=0.38s
55164/77903 (epoch 141.622) train_loss=113.66748047 time/batch=0.45s
55165/77903 (epoch 141.625) train_loss=184.18197632 time/batch=0.71s
55166/77903 (epoch 141.627) train_loss=89.62329865 time/batch=0.41s
55167/77903 (epoch 141.630) train_loss=109.52021027 time/batch=0.45s
55168/77903 (epoch 141.632) train_loss=139.21420288 time/batch=0.53s
55169/77903 (epoch 141.635) train_loss=173.15287781 time/batch=0.65s
55170/77903 (epoch 141.637) train_loss=138.54437256 time/batch=0.60s
55171/77903 (epoch 141.640) train_loss=161.44952393 time/batch=0.65s
55172/77903 (epoch 141.643) train_loss=124.15650940 time/batch=0.50s
55173/77903 (epoch 141.645) train_loss=147.65936279 time/batch=0.57s
55174/77903 (epoch 141.648) train_loss=133.05070496 time/batch=0.53s
55175/77903 (epoch 141.650) train_loss=197.97225952 time/batch=0.74s
55176/77903 (epoch 141.653) train_loss=127.06042480 time/batch=0.53s
55177/77903 (epoch 141.655) train_loss=142.03013611 time/batch=0.53s
55178/77903 (epoch 141.658) train_loss=187.88388062 time/batch=0.67s
55179/77903 (epoch 141.661) train_loss=179.31230164 time/batch=0.64s
55180/77903 (epoch 141.663) train_loss=159.54061890 time/batch=0.63s
55181/77903 (epoch 141.666) train_loss=122.73628235 time/batch=0.50s
55182/77903 (epoch 141.668) train_loss=216.51535034 time/batch=0.83s
55183/77903 (epoch 141.671) train_loss=120.71862793 time/batch=0.53s
55184/77903 (epoch 141.673) train_loss=108.24008179 time/batch=0.38s
55185/77903 (epoch 141.676) train_loss=155.70648193 time/batch=0.58s
55186/77903 (epoch 141.679) train_loss=136.95735168 time/batch=0.57s
55187/77903 (epoch 141.681) train_loss=109.23505402 time/batch=0.46s
55188/77903 (epoch 141.684) train_loss=183.97695923 time/batch=0.66s
55189/77903 (epoch 141.686) train_loss=165.48362732 time/batch=0.65s
55190/77903 (epoch 141.689) train_loss=148.05183411 time/batch=0.58s
55191/77903 (epoch 141.691) train_loss=110.10211945 time/batch=0.46s
55192/77903 (epoch 141.694) train_loss=122.46766663 time/batch=0.47s
55193/77903 (epoch 141.696) train_loss=213.93692017 time/batch=0.81s
55194/77903 (epoch 141.699) train_loss=156.21200562 time/batch=0.65s
55195/77903 (epoch 141.702) train_loss=172.38067627 time/batch=0.67s
55196/77903 (epoch 141.704) train_loss=150.07025146 time/batch=0.60s
55197/77903 (epoch 141.707) train_loss=174.63697815 time/batch=0.63s
55198/77903 (epoch 141.709) train_loss=138.39970398 time/batch=0.60s
55199/77903 (epoch 141.712) train_loss=109.70513916 time/batch=0.47s
55200/77903 (epoch 141.714) train_loss=164.36190796 time/batch=0.63s
55201/77903 (epoch 141.717) train_loss=132.08639526 time/batch=0.54s
55202/77903 (epoch 141.720) train_loss=145.47012329 time/batch=0.55s
55203/77903 (epoch 141.722) train_loss=131.48245239 time/batch=0.58s
55204/77903 (epoch 141.725) train_loss=137.27777100 time/batch=0.59s
55205/77903 (epoch 141.727) train_loss=136.95446777 time/batch=0.57s
55206/77903 (epoch 141.730) train_loss=137.04005432 time/batch=0.59s
55207/77903 (epoch 141.732) train_loss=124.79541016 time/batch=0.50s
55208/77903 (epoch 141.735) train_loss=166.43994141 time/batch=0.66s
55209/77903 (epoch 141.738) train_loss=151.25445557 time/batch=0.57s
55210/77903 (epoch 141.740) train_loss=160.08384705 time/batch=0.62s
55211/77903 (epoch 141.743) train_loss=88.60496521 time/batch=0.34s
55212/77903 (epoch 141.745) train_loss=169.07972717 time/batch=0.64s
55213/77903 (epoch 141.748) train_loss=95.30606842 time/batch=0.42s
55214/77903 (epoch 141.750) train_loss=118.10987091 time/batch=0.47s
55215/77903 (epoch 141.753) train_loss=135.75997925 time/batch=0.51s
55216/77903 (epoch 141.756) train_loss=159.56958008 time/batch=0.64s
55217/77903 (epoch 141.758) train_loss=111.48969269 time/batch=0.46s
55218/77903 (epoch 141.761) train_loss=145.80725098 time/batch=0.56s
55219/77903 (epoch 141.763) train_loss=110.65544128 time/batch=0.47s
55220/77903 (epoch 141.766) train_loss=109.88055420 time/batch=0.45s
55221/77903 (epoch 141.768) train_loss=107.40338135 time/batch=0.45s
55222/77903 (epoch 141.771) train_loss=134.64361572 time/batch=0.49s
55223/77903 (epoch 141.774) train_loss=166.46783447 time/batch=0.62s
55224/77903 (epoch 141.776) train_loss=110.37654114 time/batch=0.49s
55225/77903 (epoch 141.779) train_loss=140.89648438 time/batch=0.58s
55226/77903 (epoch 141.781) train_loss=108.03933716 time/batch=0.46s
55227/77903 (epoch 141.784) train_loss=156.37252808 time/batch=0.60s
55228/77903 (epoch 141.786) train_loss=110.66522217 time/batch=0.49s
55229/77903 (epoch 141.789) train_loss=140.70036316 time/batch=0.58s
55230/77903 (epoch 141.791) train_loss=106.47354126 time/batch=0.46s
55231/77903 (epoch 141.794) train_loss=164.22186279 time/batch=0.63s
55232/77903 (epoch 141.797) train_loss=161.43981934 time/batch=0.64s
55233/77903 (epoch 141.799) train_loss=126.01279449 time/batch=0.60s
55234/77903 (epoch 141.802) train_loss=110.43920898 time/batch=0.60s
55235/77903 (epoch 141.804) train_loss=110.64485168 time/batch=0.46s
55236/77903 (epoch 141.807) train_loss=111.11216736 time/batch=0.45s
55237/77903 (epoch 141.809) train_loss=148.72114563 time/batch=0.58s
55238/77903 (epoch 141.812) train_loss=105.37756348 time/batch=0.47s
setting learning rate to 0.0000752
55239/77903 (epoch 141.815) train_loss=882.19104004 time/batch=2.81s
55240/77903 (epoch 141.817) train_loss=547.14892578 time/batch=1.89s
55241/77903 (epoch 141.820) train_loss=136.82122803 time/batch=0.75s
55242/77903 (epoch 141.822) train_loss=105.81597900 time/batch=0.45s
55243/77903 (epoch 141.825) train_loss=1002.22064209 time/batch=4.45s
55244/77903 (epoch 141.827) train_loss=622.69433594 time/batch=2.57s
55245/77903 (epoch 141.830) train_loss=376.03042603 time/batch=1.41s
55246/77903 (epoch 141.833) train_loss=102.58029175 time/batch=0.48s
55247/77903 (epoch 141.835) train_loss=424.79327393 time/batch=1.32s
55248/77903 (epoch 141.838) train_loss=519.13989258 time/batch=1.85s
55249/77903 (epoch 141.840) train_loss=391.86151123 time/batch=1.48s
55250/77903 (epoch 141.843) train_loss=433.21057129 time/batch=1.51s
55251/77903 (epoch 141.845) train_loss=618.43927002 time/batch=2.25s
55252/77903 (epoch 141.848) train_loss=86.11742401 time/batch=0.53s
55253/77903 (epoch 141.851) train_loss=499.60418701 time/batch=1.58s
55254/77903 (epoch 141.853) train_loss=379.71395874 time/batch=1.41s
55255/77903 (epoch 141.856) train_loss=108.39302063 time/batch=0.54s
55256/77903 (epoch 141.858) train_loss=84.33113861 time/batch=0.30s
55257/77903 (epoch 141.861) train_loss=307.84414673 time/batch=1.02s
55258/77903 (epoch 141.863) train_loss=349.47418213 time/batch=1.22s
55259/77903 (epoch 141.866) train_loss=309.08877563 time/batch=1.08s
55260/77903 (epoch 141.869) train_loss=105.82657623 time/batch=0.54s
55261/77903 (epoch 141.871) train_loss=259.31076050 time/batch=0.90s
55262/77903 (epoch 141.874) train_loss=588.00683594 time/batch=5.23s
55263/77903 (epoch 141.876) train_loss=445.97424316 time/batch=2.14s
55264/77903 (epoch 141.879) train_loss=95.27101898 time/batch=0.49s
55265/77903 (epoch 141.881) train_loss=125.70529175 time/batch=0.48s
55266/77903 (epoch 141.884) train_loss=110.57639313 time/batch=0.41s
55267/77903 (epoch 141.886) train_loss=265.37890625 time/batch=0.88s
55268/77903 (epoch 141.889) train_loss=343.37854004 time/batch=1.17s
55269/77903 (epoch 141.892) train_loss=97.31638336 time/batch=0.47s
55270/77903 (epoch 141.894) train_loss=130.37709045 time/batch=0.50s
55271/77903 (epoch 141.897) train_loss=130.98568726 time/batch=0.59s
55272/77903 (epoch 141.899) train_loss=420.31353760 time/batch=1.45s
55273/77903 (epoch 141.902) train_loss=121.26734161 time/batch=0.62s
55274/77903 (epoch 141.904) train_loss=242.18124390 time/batch=0.83s
55275/77903 (epoch 141.907) train_loss=204.97457886 time/batch=0.73s
55276/77903 (epoch 141.910) train_loss=108.84959412 time/batch=0.47s
55277/77903 (epoch 141.912) train_loss=151.65335083 time/batch=0.56s
55278/77903 (epoch 141.915) train_loss=160.31193542 time/batch=0.63s
55279/77903 (epoch 141.917) train_loss=108.15268707 time/batch=0.48s
55280/77903 (epoch 141.920) train_loss=311.32397461 time/batch=1.09s
55281/77903 (epoch 141.922) train_loss=73.62435150 time/batch=0.36s
55282/77903 (epoch 141.925) train_loss=133.58094788 time/batch=0.49s
55283/77903 (epoch 141.928) train_loss=315.65588379 time/batch=1.03s
55284/77903 (epoch 141.930) train_loss=107.25993347 time/batch=0.52s
55285/77903 (epoch 141.933) train_loss=159.71881104 time/batch=0.61s
55286/77903 (epoch 141.935) train_loss=155.31808472 time/batch=0.62s
55287/77903 (epoch 141.938) train_loss=91.39605713 time/batch=0.34s
55288/77903 (epoch 141.940) train_loss=71.06227875 time/batch=0.23s
55289/77903 (epoch 141.943) train_loss=289.06103516 time/batch=0.96s
55290/77903 (epoch 141.946) train_loss=140.27990723 time/batch=0.61s
