vocabulary size: 212
n tunes: 89927
n train tunes: 85447.0
n validation tunes: 4480.0
122785/133510 (epoch 91.966) train_loss=99.58238220 time/batch=0.47s
122786/133510 (epoch 91.967) train_loss=113.25181580 time/batch=0.57s
122787/133510 (epoch 91.968) train_loss=85.88398743 time/batch=0.47s
122788/133510 (epoch 91.968) train_loss=97.63370514 time/batch=0.47s
122789/133510 (epoch 91.969) train_loss=118.72128296 time/batch=0.57s
122790/133510 (epoch 91.970) train_loss=92.36817932 time/batch=0.48s
122791/133510 (epoch 91.971) train_loss=118.06944275 time/batch=0.57s
122792/133510 (epoch 91.971) train_loss=139.56790161 time/batch=0.62s
122793/133510 (epoch 91.972) train_loss=120.54281616 time/batch=0.60s
122794/133510 (epoch 91.973) train_loss=93.29092407 time/batch=0.47s
122795/133510 (epoch 91.974) train_loss=94.26000977 time/batch=0.46s
122796/133510 (epoch 91.974) train_loss=157.03887939 time/batch=0.65s
122797/133510 (epoch 91.975) train_loss=113.08083344 time/batch=0.60s
122798/133510 (epoch 91.976) train_loss=111.73211670 time/batch=0.59s
122799/133510 (epoch 91.977) train_loss=94.13341522 time/batch=0.48s
122800/133510 (epoch 91.977) train_loss=93.46291351 time/batch=0.47s
122801/133510 (epoch 91.978) train_loss=91.11170959 time/batch=0.46s
122802/133510 (epoch 91.979) train_loss=109.73271179 time/batch=0.57s
122803/133510 (epoch 91.980) train_loss=104.60304260 time/batch=0.49s
122804/133510 (epoch 91.980) train_loss=131.05603027 time/batch=0.65s
122805/133510 (epoch 91.981) train_loss=92.91276550 time/batch=0.50s
122806/133510 (epoch 91.982) train_loss=87.01037598 time/batch=0.47s
122807/133510 (epoch 91.983) train_loss=100.27468109 time/batch=0.47s
122808/133510 (epoch 91.983) train_loss=98.35855865 time/batch=0.47s
122809/133510 (epoch 91.984) train_loss=109.92979431 time/batch=0.57s
122810/133510 (epoch 91.985) train_loss=118.01322937 time/batch=0.59s
122811/133510 (epoch 91.986) train_loss=90.63023376 time/batch=0.48s
122812/133510 (epoch 91.986) train_loss=111.36445618 time/batch=0.57s
122813/133510 (epoch 91.987) train_loss=96.53291321 time/batch=0.48s
122814/133510 (epoch 91.988) train_loss=104.99036407 time/batch=0.56s
122815/133510 (epoch 91.989) train_loss=112.00772095 time/batch=0.59s
122816/133510 (epoch 91.989) train_loss=113.05450439 time/batch=0.58s
122817/133510 (epoch 91.990) train_loss=111.92880249 time/batch=0.59s
122818/133510 (epoch 91.991) train_loss=109.22908783 time/batch=0.58s
122819/133510 (epoch 91.992) train_loss=112.96984863 time/batch=0.58s
122820/133510 (epoch 91.992) train_loss=113.96063232 time/batch=0.58s
setting learning rate to 0.0003451
122821/133510 (epoch 91.993) train_loss=264.06024170 time/batch=0.92s
122822/133510 (epoch 91.994) train_loss=596.22802734 time/batch=1.59s
122823/133510 (epoch 91.995) train_loss=184.87872314 time/batch=0.88s
122824/133510 (epoch 91.995) train_loss=248.85824585 time/batch=0.93s
122825/133510 (epoch 91.996) train_loss=524.30468750 time/batch=1.57s
122826/133510 (epoch 91.997) train_loss=731.51367188 time/batch=2.22s
122827/133510 (epoch 91.998) train_loss=855.45269775 time/batch=2.51s
122828/133510 (epoch 91.998) train_loss=2019.90283203 time/batch=7.17s
122829/133510 (epoch 91.999) train_loss=141.52468872 time/batch=1.52s
122830/133510 (epoch 92.000) train_loss=439.19531250 time/batch=1.30s
122831/133510 (epoch 92.001) train_loss=346.73358154 time/batch=1.32s
122832/133510 (epoch 92.001) train_loss=381.88357544 time/batch=1.23s
122833/133510 (epoch 92.002) train_loss=301.08670044 time/batch=1.24s
122834/133510 (epoch 92.003) train_loss=853.76940918 time/batch=2.52s
122835/133510 (epoch 92.004) train_loss=169.74694824 time/batch=0.98s
122836/133510 (epoch 92.004) train_loss=179.79695129 time/batch=0.72s
122837/133510 (epoch 92.005) train_loss=93.83039856 time/batch=0.42s
122838/133510 (epoch 92.006) train_loss=565.16955566 time/batch=1.72s
122839/133510 (epoch 92.007) train_loss=210.25405884 time/batch=0.96s
122840/133510 (epoch 92.007) train_loss=145.68682861 time/batch=0.69s
122841/133510 (epoch 92.008) train_loss=460.27893066 time/batch=1.47s
122842/133510 (epoch 92.009) train_loss=1153.71606445 time/batch=4.38s
122843/133510 (epoch 92.010) train_loss=70.00202179 time/batch=0.83s
122844/133510 (epoch 92.010) train_loss=167.35437012 time/batch=0.62s
122845/133510 (epoch 92.011) train_loss=645.33337402 time/batch=2.15s
122846/133510 (epoch 92.012) train_loss=463.28411865 time/batch=1.64s
122847/133510 (epoch 92.013) train_loss=506.40698242 time/batch=1.69s
122848/133510 (epoch 92.013) train_loss=302.02703857 time/batch=1.29s
122849/133510 (epoch 92.014) train_loss=164.09970093 time/batch=0.77s
122850/133510 (epoch 92.015) train_loss=76.03427124 time/batch=0.37s
122851/133510 (epoch 92.016) train_loss=73.15572357 time/batch=0.29s
122852/133510 (epoch 92.016) train_loss=126.66810608 time/batch=0.50s
122853/133510 (epoch 92.017) train_loss=682.86425781 time/batch=1.98s
122854/133510 (epoch 92.018) train_loss=586.38256836 time/batch=2.02s
122855/133510 (epoch 92.019) train_loss=185.24740601 time/batch=0.94s
122856/133510 (epoch 92.019) train_loss=338.53436279 time/batch=1.21s
122857/133510 (epoch 92.020) train_loss=264.01086426 time/batch=1.19s
122858/133510 (epoch 92.021) train_loss=162.43528748 time/batch=0.75s
122859/133510 (epoch 92.022) train_loss=424.75384521 time/batch=1.39s
122860/133510 (epoch 92.022) train_loss=111.58366394 time/batch=0.72s
122861/133510 (epoch 92.023) train_loss=631.75927734 time/batch=2.17s
122862/133510 (epoch 92.024) train_loss=435.42938232 time/batch=1.64s
122863/133510 (epoch 92.025) train_loss=346.01895142 time/batch=1.32s
122864/133510 (epoch 92.025) train_loss=253.12817383 time/batch=1.00s
122865/133510 (epoch 92.026) train_loss=93.49628448 time/batch=0.54s
122866/133510 (epoch 92.027) train_loss=440.75289917 time/batch=1.28s
122867/133510 (epoch 92.028) train_loss=92.99995422 time/batch=0.52s
122868/133510 (epoch 92.028) train_loss=372.04656982 time/batch=1.08s
122869/133510 (epoch 92.029) train_loss=325.13421631 time/batch=1.16s
122870/133510 (epoch 92.030) train_loss=66.00886536 time/batch=0.35s
122871/133510 (epoch 92.031) train_loss=878.23217773 time/batch=2.58s
122872/133510 (epoch 92.031) train_loss=949.04364014 time/batch=3.12s
122873/133510 (epoch 92.032) train_loss=191.39831543 time/batch=1.10s
122874/133510 (epoch 92.033) train_loss=413.61880493 time/batch=1.29s
122875/133510 (epoch 92.034) train_loss=488.48901367 time/batch=1.68s
122876/133510 (epoch 92.034) train_loss=357.75463867 time/batch=1.41s
122877/133510 (epoch 92.035) train_loss=337.34170532 time/batch=1.13s
122878/133510 (epoch 92.036) train_loss=68.37133789 time/batch=0.35s
122879/133510 (epoch 92.037) train_loss=114.51715851 time/batch=0.55s
122880/133510 (epoch 92.037) train_loss=259.06939697 time/batch=0.90s
122881/133510 (epoch 92.038) train_loss=431.83978271 time/batch=1.38s
122882/133510 (epoch 92.039) train_loss=271.61431885 time/batch=1.17s
122883/133510 (epoch 92.040) train_loss=472.33004761 time/batch=1.68s
122884/133510 (epoch 92.040) train_loss=423.47607422 time/batch=1.40s
122885/133510 (epoch 92.041) train_loss=299.20465088 time/batch=1.16s
122886/133510 (epoch 92.042) train_loss=347.33636475 time/batch=1.29s
122887/133510 (epoch 92.043) train_loss=79.82600403 time/batch=0.42s
122888/133510 (epoch 92.043) train_loss=169.31866455 time/batch=0.65s
122889/133510 (epoch 92.044) train_loss=258.37420654 time/batch=1.09s
122890/133510 (epoch 92.045) train_loss=169.73970032 time/batch=0.75s
122891/133510 (epoch 92.046) train_loss=112.18704987 time/batch=0.51s
122892/133510 (epoch 92.046) train_loss=94.50087738 time/batch=0.38s
122893/133510 (epoch 92.047) train_loss=283.55545044 time/batch=0.98s
122894/133510 (epoch 92.048) train_loss=93.02358246 time/batch=0.54s
122895/133510 (epoch 92.049) train_loss=63.04077911 time/batch=0.25s
122896/133510 (epoch 92.049) train_loss=512.23974609 time/batch=1.77s
122897/133510 (epoch 92.050) train_loss=86.90455627 time/batch=0.49s
122898/133510 (epoch 92.051) train_loss=1035.72705078 time/batch=3.17s
122899/133510 (epoch 92.052) train_loss=150.16761780 time/batch=1.02s
122900/133510 (epoch 92.052) train_loss=345.63726807 time/batch=1.21s
122901/133510 (epoch 92.053) train_loss=217.88436890 time/batch=0.96s
122902/133510 (epoch 92.054) train_loss=232.05410767 time/batch=0.92s
122903/133510 (epoch 92.055) train_loss=303.03897095 time/batch=1.17s
122904/133510 (epoch 92.055) train_loss=422.74636841 time/batch=1.50s
122905/133510 (epoch 92.056) train_loss=250.04907227 time/batch=1.07s
122906/133510 (epoch 92.057) train_loss=177.23219299 time/batch=0.81s
122907/133510 (epoch 92.058) train_loss=458.40155029 time/batch=1.39s
122908/133510 (epoch 92.058) train_loss=819.70727539 time/batch=3.06s
122909/133510 (epoch 92.059) train_loss=455.81729126 time/batch=1.84s
122910/133510 (epoch 92.060) train_loss=190.80860901 time/batch=0.86s
122911/133510 (epoch 92.061) train_loss=202.30291748 time/batch=0.78s
122912/133510 (epoch 92.061) train_loss=120.45147705 time/batch=0.55s
122913/133510 (epoch 92.062) train_loss=393.46603394 time/batch=1.34s
122914/133510 (epoch 92.063) train_loss=374.54223633 time/batch=1.41s
122915/133510 (epoch 92.064) train_loss=186.67300415 time/batch=0.87s
122916/133510 (epoch 92.064) train_loss=86.67926025 time/batch=0.45s
122917/133510 (epoch 92.065) train_loss=96.19364929 time/batch=0.45s
122918/133510 (epoch 92.066) train_loss=201.60038757 time/batch=0.74s
122919/133510 (epoch 92.067) train_loss=120.33811188 time/batch=0.62s
122920/133510 (epoch 92.067) train_loss=72.25831604 time/batch=0.28s
122921/133510 (epoch 92.068) train_loss=168.19500732 time/batch=0.70s
122922/133510 (epoch 92.069) train_loss=230.51390076 time/batch=0.89s
122923/133510 (epoch 92.070) train_loss=123.36985016 time/batch=0.64s
122924/133510 (epoch 92.070) train_loss=343.88296509 time/batch=1.27s
122925/133510 (epoch 92.071) train_loss=288.00100708 time/batch=1.11s
122926/133510 (epoch 92.072) train_loss=508.91195679 time/batch=1.69s
122927/133510 (epoch 92.073) train_loss=228.10966492 time/batch=1.07s
122928/133510 (epoch 92.073) train_loss=124.23095703 time/batch=0.65s
122929/133510 (epoch 92.074) train_loss=371.34588623 time/batch=1.24s
122930/133510 (epoch 92.075) train_loss=255.05444336 time/batch=1.05s
122931/133510 (epoch 92.076) train_loss=225.37142944 time/batch=0.96s
122932/133510 (epoch 92.076) train_loss=312.86645508 time/batch=1.28s
122933/133510 (epoch 92.077) train_loss=224.72525024 time/batch=0.98s
122934/133510 (epoch 92.078) train_loss=111.26222992 time/batch=0.55s
122935/133510 (epoch 92.079) train_loss=91.95129395 time/batch=0.45s
122936/133510 (epoch 92.079) train_loss=116.35937500 time/batch=0.57s
122937/133510 (epoch 92.080) train_loss=85.45048523 time/batch=0.36s
122938/133510 (epoch 92.081) train_loss=426.15234375 time/batch=1.45s
122939/133510 (epoch 92.082) train_loss=90.83746338 time/batch=0.52s
122940/133510 (epoch 92.082) train_loss=322.67871094 time/batch=1.12s
122941/133510 (epoch 92.083) train_loss=127.74800110 time/batch=0.64s
122942/133510 (epoch 92.084) train_loss=211.95248413 time/batch=0.85s
122943/133510 (epoch 92.085) train_loss=339.28930664 time/batch=1.33s
122944/133510 (epoch 92.085) train_loss=85.79400635 time/batch=0.47s
122945/133510 (epoch 92.086) train_loss=138.39778137 time/batch=0.59s
122946/133510 (epoch 92.087) train_loss=375.91485596 time/batch=1.20s
122947/133510 (epoch 92.088) train_loss=97.05335999 time/batch=0.50s
122948/133510 (epoch 92.088) train_loss=577.71734619 time/batch=1.79s
122949/133510 (epoch 92.089) train_loss=217.88243103 time/batch=1.05s
122950/133510 (epoch 92.090) train_loss=508.95373535 time/batch=1.68s
122951/133510 (epoch 92.091) train_loss=80.24431610 time/batch=0.49s
122952/133510 (epoch 92.091) train_loss=491.49511719 time/batch=1.60s
122953/133510 (epoch 92.092) train_loss=237.60769653 time/batch=1.01s
122954/133510 (epoch 92.093) train_loss=234.95057678 time/batch=0.92s
122955/133510 (epoch 92.094) train_loss=106.15114594 time/batch=0.54s
122956/133510 (epoch 92.094) train_loss=479.92346191 time/batch=1.63s
122957/133510 (epoch 92.095) train_loss=117.90520477 time/batch=0.77s
122958/133510 (epoch 92.096) train_loss=135.23344421 time/batch=0.54s
122959/133510 (epoch 92.097) train_loss=206.13104248 time/batch=0.86s
122960/133510 (epoch 92.097) train_loss=90.11019897 time/batch=0.48s
122961/133510 (epoch 92.098) train_loss=128.67056274 time/batch=0.53s
122962/133510 (epoch 92.099) train_loss=83.08773804 time/batch=0.33s
122963/133510 (epoch 92.100) train_loss=288.65225220 time/batch=0.95s
122964/133510 (epoch 92.100) train_loss=140.93676758 time/batch=0.69s
122965/133510 (epoch 92.101) train_loss=254.91894531 time/batch=0.90s
122966/133510 (epoch 92.102) train_loss=108.01086426 time/batch=0.56s
122967/133510 (epoch 92.103) train_loss=117.63644409 time/batch=0.51s
122968/133510 (epoch 92.103) train_loss=95.82717896 time/batch=0.42s
122969/133510 (epoch 92.104) train_loss=277.90954590 time/batch=0.96s
122970/133510 (epoch 92.105) train_loss=91.40322876 time/batch=0.44s
122971/133510 (epoch 92.106) train_loss=213.41828918 time/batch=0.82s
122972/133510 (epoch 92.106) train_loss=163.59289551 time/batch=0.78s
122973/133510 (epoch 92.107) train_loss=89.47784424 time/batch=0.38s
122974/133510 (epoch 92.108) train_loss=266.09411621 time/batch=0.93s
122975/133510 (epoch 92.109) train_loss=303.79626465 time/batch=1.35s
122976/133510 (epoch 92.109) train_loss=253.97766113 time/batch=1.09s
122977/133510 (epoch 92.110) train_loss=334.80850220 time/batch=1.23s
122978/133510 (epoch 92.111) train_loss=201.04154968 time/batch=0.87s
122979/133510 (epoch 92.112) train_loss=223.38476562 time/batch=0.80s
122980/133510 (epoch 92.112) train_loss=126.67832184 time/batch=0.59s
122981/133510 (epoch 92.113) train_loss=280.76251221 time/batch=1.01s
122982/133510 (epoch 92.114) train_loss=188.53213501 time/batch=0.81s
122983/133510 (epoch 92.115) train_loss=91.82456970 time/batch=0.50s
122984/133510 (epoch 92.115) train_loss=516.86572266 time/batch=1.66s
122985/133510 (epoch 92.116) train_loss=141.16302490 time/batch=0.78s
122986/133510 (epoch 92.117) train_loss=284.88275146 time/batch=1.10s
122987/133510 (epoch 92.118) train_loss=193.02120972 time/batch=0.85s
122988/133510 (epoch 92.118) train_loss=89.19311523 time/batch=0.45s
122989/133510 (epoch 92.119) train_loss=227.56074524 time/batch=0.85s
122990/133510 (epoch 92.120) train_loss=156.40100098 time/batch=0.70s
122991/133510 (epoch 92.121) train_loss=240.99382019 time/batch=0.92s
122992/133510 (epoch 92.121) train_loss=83.26828766 time/batch=0.43s
122993/133510 (epoch 92.122) train_loss=88.98235321 time/batch=0.42s
122994/133510 (epoch 92.123) train_loss=275.37872314 time/batch=0.95s
122995/133510 (epoch 92.124) train_loss=93.08003235 time/batch=0.45s
122996/133510 (epoch 92.124) train_loss=134.48947144 time/batch=0.60s
122997/133510 (epoch 92.125) train_loss=184.66735840 time/batch=0.82s
122998/133510 (epoch 92.126) train_loss=143.48332214 time/batch=0.71s
122999/133510 (epoch 92.127) train_loss=118.77352142 time/batch=0.60s
Validating
    loss:	nan

123000/133510 (epoch 92.127) train_loss=116.70314789 time/batch=11.34s
123001/133510 (epoch 92.128) train_loss=158.17193604 time/batch=0.63s
123002/133510 (epoch 92.129) train_loss=89.32854462 time/batch=0.47s
123003/133510 (epoch 92.130) train_loss=174.24282837 time/batch=0.70s
123004/133510 (epoch 92.130) train_loss=278.43649292 time/batch=1.01s
123005/133510 (epoch 92.131) train_loss=209.34332275 time/batch=0.86s
123006/133510 (epoch 92.132) train_loss=439.81637573 time/batch=1.39s
123007/133510 (epoch 92.133) train_loss=124.06341553 time/batch=0.70s
123008/133510 (epoch 92.133) train_loss=286.74505615 time/batch=0.98s
123009/133510 (epoch 92.134) train_loss=98.18582153 time/batch=0.49s
123010/133510 (epoch 92.135) train_loss=129.82723999 time/batch=0.52s
123011/133510 (epoch 92.136) train_loss=235.38880920 time/batch=0.92s
123012/133510 (epoch 92.136) train_loss=98.34528351 time/batch=0.53s
123013/133510 (epoch 92.137) train_loss=76.05513763 time/batch=0.35s
123014/133510 (epoch 92.138) train_loss=286.12530518 time/batch=1.03s
123015/133510 (epoch 92.139) train_loss=163.86767578 time/batch=0.78s
123016/133510 (epoch 92.139) train_loss=82.09719849 time/batch=0.36s
123017/133510 (epoch 92.140) train_loss=148.10591125 time/batch=0.64s
123018/133510 (epoch 92.141) train_loss=175.46253967 time/batch=0.73s
123019/133510 (epoch 92.142) train_loss=106.72162628 time/batch=0.52s
123020/133510 (epoch 92.142) train_loss=97.82672119 time/batch=0.49s
123021/133510 (epoch 92.143) train_loss=251.09091187 time/batch=0.92s
123022/133510 (epoch 92.144) train_loss=203.49797058 time/batch=0.91s
123023/133510 (epoch 92.145) train_loss=543.77832031 time/batch=1.92s
123024/133510 (epoch 92.145) train_loss=288.06045532 time/batch=1.23s
123025/133510 (epoch 92.146) train_loss=307.08087158 time/batch=1.07s
123026/133510 (epoch 92.147) train_loss=192.74278259 time/batch=0.83s
123027/133510 (epoch 92.148) train_loss=63.96560669 time/batch=0.29s
123028/133510 (epoch 92.148) train_loss=169.21954346 time/batch=0.66s
123029/133510 (epoch 92.149) train_loss=356.88311768 time/batch=1.15s
123030/133510 (epoch 92.150) train_loss=87.95561218 time/batch=0.44s
123031/133510 (epoch 92.151) train_loss=195.92874146 time/batch=0.72s
123032/133510 (epoch 92.151) train_loss=230.96075439 time/batch=0.95s
123033/133510 (epoch 92.152) train_loss=330.29110718 time/batch=1.10s
123034/133510 (epoch 92.153) train_loss=79.11732483 time/batch=0.43s
123035/133510 (epoch 92.153) train_loss=147.65457153 time/batch=0.65s
123036/133510 (epoch 92.154) train_loss=266.48440552 time/batch=1.00s
123037/133510 (epoch 92.155) train_loss=84.75997162 time/batch=0.44s
123038/133510 (epoch 92.156) train_loss=381.56832886 time/batch=1.19s
123039/133510 (epoch 92.156) train_loss=92.79069519 time/batch=0.52s
123040/133510 (epoch 92.157) train_loss=73.57347870 time/batch=0.35s
123041/133510 (epoch 92.158) train_loss=157.17098999 time/batch=0.65s
123042/133510 (epoch 92.159) train_loss=199.48019409 time/batch=0.77s
123043/133510 (epoch 92.159) train_loss=89.59279633 time/batch=0.48s
123044/133510 (epoch 92.160) train_loss=112.97808075 time/batch=0.56s
123045/133510 (epoch 92.161) train_loss=309.19714355 time/batch=1.13s
123046/133510 (epoch 92.162) train_loss=210.37141418 time/batch=0.93s
123047/133510 (epoch 92.162) train_loss=93.61463928 time/batch=0.45s
123048/133510 (epoch 92.163) train_loss=219.56399536 time/batch=0.83s
123049/133510 (epoch 92.164) train_loss=81.70378876 time/batch=0.33s
123050/133510 (epoch 92.165) train_loss=401.69549561 time/batch=1.60s
123051/133510 (epoch 92.165) train_loss=149.34423828 time/batch=0.81s
123052/133510 (epoch 92.166) train_loss=252.72697449 time/batch=0.97s
123053/133510 (epoch 92.167) train_loss=81.82144165 time/batch=0.39s
123054/133510 (epoch 92.168) train_loss=78.39416504 time/batch=0.30s
123055/133510 (epoch 92.168) train_loss=123.48668671 time/batch=0.50s
123056/133510 (epoch 92.169) train_loss=90.47185516 time/batch=0.48s
123057/133510 (epoch 92.170) train_loss=160.27520752 time/batch=0.65s
123058/133510 (epoch 92.171) train_loss=161.90701294 time/batch=0.82s
123059/133510 (epoch 92.171) train_loss=89.70453644 time/batch=0.48s
123060/133510 (epoch 92.172) train_loss=173.90896606 time/batch=0.68s
123061/133510 (epoch 92.173) train_loss=152.99484253 time/batch=0.69s
123062/133510 (epoch 92.174) train_loss=261.64849854 time/batch=0.97s
123063/133510 (epoch 92.174) train_loss=287.58309937 time/batch=1.12s
123064/133510 (epoch 92.175) train_loss=353.69738770 time/batch=1.09s
123065/133510 (epoch 92.176) train_loss=193.56228638 time/batch=0.83s
123066/133510 (epoch 92.177) train_loss=208.31243896 time/batch=0.85s
123067/133510 (epoch 92.177) train_loss=210.72219849 time/batch=0.89s
123068/133510 (epoch 92.178) train_loss=188.37268066 time/batch=0.89s
123069/133510 (epoch 92.179) train_loss=256.85186768 time/batch=1.10s
123070/133510 (epoch 92.180) train_loss=289.40252686 time/batch=1.09s
123071/133510 (epoch 92.180) train_loss=284.17010498 time/batch=1.01s
123072/133510 (epoch 92.181) train_loss=82.17491150 time/batch=0.40s
123073/133510 (epoch 92.182) train_loss=82.63845825 time/batch=0.27s
123074/133510 (epoch 92.183) train_loss=149.77810669 time/batch=0.61s
123075/133510 (epoch 92.183) train_loss=93.60766602 time/batch=0.47s
123076/133510 (epoch 92.184) train_loss=123.73971558 time/batch=0.55s
123077/133510 (epoch 92.185) train_loss=198.27587891 time/batch=0.82s
123078/133510 (epoch 92.186) train_loss=182.67025757 time/batch=0.77s
123079/133510 (epoch 92.186) train_loss=133.42483521 time/batch=0.58s
123080/133510 (epoch 92.187) train_loss=104.39954376 time/batch=0.48s
123081/133510 (epoch 92.188) train_loss=108.34934998 time/batch=0.58s
123082/133510 (epoch 92.189) train_loss=199.12045288 time/batch=0.77s
123083/133510 (epoch 92.189) train_loss=194.51284790 time/batch=0.83s
123084/133510 (epoch 92.190) train_loss=94.63659668 time/batch=0.47s
123085/133510 (epoch 92.191) train_loss=162.41256714 time/batch=0.68s
123086/133510 (epoch 92.192) train_loss=86.53666687 time/batch=0.38s
123087/133510 (epoch 92.192) train_loss=138.54464722 time/batch=0.58s
123088/133510 (epoch 92.193) train_loss=172.47256470 time/batch=0.74s
123089/133510 (epoch 92.194) train_loss=397.63345337 time/batch=1.35s
123090/133510 (epoch 92.195) train_loss=291.90887451 time/batch=1.16s
123091/133510 (epoch 92.195) train_loss=185.70245361 time/batch=0.78s
123092/133510 (epoch 92.196) train_loss=60.03858948 time/batch=0.28s
123093/133510 (epoch 92.197) train_loss=69.17591858 time/batch=0.22s
123094/133510 (epoch 92.198) train_loss=124.88183594 time/batch=0.49s
123095/133510 (epoch 92.198) train_loss=169.12194824 time/batch=0.70s
123096/133510 (epoch 92.199) train_loss=139.33409119 time/batch=0.67s
123097/133510 (epoch 92.200) train_loss=85.56395721 time/batch=0.41s
123098/133510 (epoch 92.201) train_loss=297.38757324 time/batch=0.97s
123099/133510 (epoch 92.201) train_loss=229.94741821 time/batch=1.00s
123100/133510 (epoch 92.202) train_loss=254.01982117 time/batch=1.00s
123101/133510 (epoch 92.203) train_loss=158.08450317 time/batch=0.76s
123102/133510 (epoch 92.204) train_loss=210.64682007 time/batch=0.85s
123103/133510 (epoch 92.204) train_loss=105.93106079 time/batch=0.55s
123104/133510 (epoch 92.205) train_loss=125.38619232 time/batch=0.51s
123105/133510 (epoch 92.206) train_loss=90.57162476 time/batch=0.42s
123106/133510 (epoch 92.207) train_loss=239.11582947 time/batch=0.92s
123107/133510 (epoch 92.207) train_loss=163.23023987 time/batch=0.75s
123108/133510 (epoch 92.208) train_loss=124.49863434 time/batch=0.59s
123109/133510 (epoch 92.209) train_loss=284.89447021 time/batch=0.96s
123110/133510 (epoch 92.210) train_loss=85.67121887 time/batch=0.41s
123111/133510 (epoch 92.210) train_loss=334.81463623 time/batch=1.19s
123112/133510 (epoch 92.211) train_loss=370.22363281 time/batch=1.25s
123113/133510 (epoch 92.212) train_loss=97.09803772 time/batch=0.49s
123114/133510 (epoch 92.213) train_loss=400.22109985 time/batch=1.62s
123115/133510 (epoch 92.213) train_loss=148.36364746 time/batch=0.78s
123116/133510 (epoch 92.214) train_loss=229.43103027 time/batch=0.91s
123117/133510 (epoch 92.215) train_loss=173.97993469 time/batch=0.77s
123118/133510 (epoch 92.216) train_loss=85.71867371 time/batch=0.39s
123119/133510 (epoch 92.216) train_loss=147.30020142 time/batch=0.60s
123120/133510 (epoch 92.217) train_loss=286.36737061 time/batch=0.97s
123121/133510 (epoch 92.218) train_loss=315.87347412 time/batch=1.16s
123122/133510 (epoch 92.219) train_loss=174.81701660 time/batch=0.80s
123123/133510 (epoch 92.219) train_loss=125.28629303 time/batch=0.56s
123124/133510 (epoch 92.220) train_loss=230.81387329 time/batch=0.88s
123125/133510 (epoch 92.221) train_loss=149.72830200 time/batch=0.72s
123126/133510 (epoch 92.222) train_loss=99.29145813 time/batch=0.43s
123127/133510 (epoch 92.222) train_loss=322.25775146 time/batch=1.13s
123128/133510 (epoch 92.223) train_loss=213.24813843 time/batch=0.94s
123129/133510 (epoch 92.224) train_loss=367.28637695 time/batch=1.15s
123130/133510 (epoch 92.225) train_loss=128.02658081 time/batch=0.62s
123131/133510 (epoch 92.225) train_loss=196.95864868 time/batch=0.81s
123132/133510 (epoch 92.226) train_loss=193.54098511 time/batch=0.84s
123133/133510 (epoch 92.227) train_loss=169.88183594 time/batch=0.73s
123134/133510 (epoch 92.228) train_loss=154.86318970 time/batch=0.72s
123135/133510 (epoch 92.228) train_loss=120.87487793 time/batch=0.58s
123136/133510 (epoch 92.229) train_loss=108.07585144 time/batch=0.50s
123137/133510 (epoch 92.230) train_loss=135.03747559 time/batch=0.54s
123138/133510 (epoch 92.231) train_loss=125.23325348 time/batch=0.53s
123139/133510 (epoch 92.231) train_loss=222.87596130 time/batch=0.85s
123140/133510 (epoch 92.232) train_loss=119.50715637 time/batch=0.63s
123141/133510 (epoch 92.233) train_loss=92.81839752 time/batch=0.47s
123142/133510 (epoch 92.234) train_loss=93.98577118 time/batch=0.41s
123143/133510 (epoch 92.234) train_loss=150.15481567 time/batch=0.61s
123144/133510 (epoch 92.235) train_loss=108.31521606 time/batch=0.53s
123145/133510 (epoch 92.236) train_loss=253.77137756 time/batch=0.97s
123146/133510 (epoch 92.237) train_loss=213.17614746 time/batch=0.88s
123147/133510 (epoch 92.237) train_loss=144.93933105 time/batch=0.65s
123148/133510 (epoch 92.238) train_loss=75.66772461 time/batch=0.36s
123149/133510 (epoch 92.239) train_loss=114.07423401 time/batch=0.53s
123150/133510 (epoch 92.240) train_loss=192.70141602 time/batch=0.86s
123151/133510 (epoch 92.240) train_loss=77.76147461 time/batch=0.42s
123152/133510 (epoch 92.241) train_loss=144.87118530 time/batch=0.62s
123153/133510 (epoch 92.242) train_loss=115.49057770 time/batch=0.53s
123154/133510 (epoch 92.243) train_loss=142.38911438 time/batch=0.61s
123155/133510 (epoch 92.243) train_loss=108.57586670 time/batch=0.53s
123156/133510 (epoch 92.244) train_loss=231.07473755 time/batch=0.88s
123157/133510 (epoch 92.245) train_loss=189.11924744 time/batch=0.77s
123158/133510 (epoch 92.246) train_loss=92.54598999 time/batch=0.43s
123159/133510 (epoch 92.246) train_loss=111.40864563 time/batch=0.47s
123160/133510 (epoch 92.247) train_loss=187.87155151 time/batch=0.71s
123161/133510 (epoch 92.248) train_loss=153.15725708 time/batch=0.65s
123162/133510 (epoch 92.249) train_loss=144.09109497 time/batch=0.64s
123163/133510 (epoch 92.249) train_loss=239.36451721 time/batch=1.11s
123164/133510 (epoch 92.250) train_loss=196.52227783 time/batch=0.85s
123165/133510 (epoch 92.251) train_loss=146.52154541 time/batch=0.65s
123166/133510 (epoch 92.252) train_loss=303.29272461 time/batch=1.12s
123167/133510 (epoch 92.252) train_loss=107.99702454 time/batch=0.56s
123168/133510 (epoch 92.253) train_loss=89.90122223 time/batch=0.43s
123169/133510 (epoch 92.254) train_loss=139.60052490 time/batch=0.58s
123170/133510 (epoch 92.255) train_loss=193.59216309 time/batch=0.85s
